id,text,target,stance
4c847dfdd369fb77,"We proudly Salute this Great Crickter, Musfiq was a dedicated Soul of Bangladesh Cricket for Long time, We will never foreget his Contribution in T20 . He gave us Joy & great excitement by his stylish batting. Bangladesh enjoyed many Victories through his Bat. Great Mushfiq, Great Son of Bangladesh Cricket. Our Unlimited Love & Respect to You. Allah has fixed time limit for all of us. Allah Rahmanir Rahim. Towfiq. Group leader Bohubachan.",mushfiq,FAVOR
e0d73d4e55de2330,মুশফিকের বিকল্প wicket keeper batsman বাংলাদেশে নাই। মুশফিকের অবসর নেওয়া উচিত হয় নাই,mushfiq,AGAINST
7c7ac4c5716f0cc3,@AnwarHossain-wb6xk মুশফিক টিটুয়েন্টিতে কোন বা**টা দিসে যে কৃতজ্ঞতা দেখাব?,mushfiq,NEUTRAL
64137addbc7ad01d,ওয়ানডে তে সবচেয়ে ভালো ও নির্ভরশীল ব্যাটসম্যান আমাদের মুশফিক ভাই,mushfiq,FAVOR
5372cd4f40df2860,"খুব খারাপ লাগছে, মিস্টার ডিপেন্ডেবল ব্যাটসম্যান মুশফিকুর রহিমের জন্য।",mushfiq,AGAINST
c7a8a4374cb90a31,আরেক জন চলে গেল 😭 মুশফিক ভালো করতে পারত,mushfiq,FAVOR
34d04c14745db485,"মুশফিক ভাই,আপনি আমার আইডল ছিলেন, আছেন, থাকবেন।ইনশাল্লাহ, ভবিষ্যতে বাংলাদেশকে আপনি আরো কিছু দিবেন।পরিশেষে, আপনার এই ক্ষুদে ভক্তের অভিনন্দন ও শুভেচ্ছা রইল। Love you boss💝💝💝MR15💝💝💝",mushfiq,FAVOR
f5d0758baec1ea9a,"সারাজীবন মনে থাকবে তোমায় মিঃ ডিপেন্ডেবেল সবার প্রিয় মুশফিক।শেষ বলে দলের জন্য সেই ছক্কা মারাটা সারাজীবন মনে থাকবে।দলে যখন টপ অর্ডার ব্যার্থ হয়েছিল তুমিই নেমেছিলে দলকে সামলাতে সারাজীবন মনে থাকবে।উইকেটের পিছনের সেই হাসিটা,সেই কথা বলাটা সারাজীবন মনে থাকবে❤️",mushfiq,NEUTRAL
96000d115fa37819,আবশর তো নিলেন কিন্তু আর একটা মুশফিক কত দিনে তৈরি হবে?,mushfiq,NEUTRAL
0e00543c0733536e,ভালো হয়েছে এই ১৯ এভারেজ ও ১১৫ স্টাইক রেট নিয়ে আর কী করবে। যেই সময় বয়স কম ছিল তখনি কী করছে। প্রথম ফিফটি করতে ৭ বছর লাগল ও ১৬ বছরে ১৬ টি ভালো ইনিংস নাই। তার নাম মুশফিক #টি ২০,mushfiq,FAVOR
d34a4490f7e455b8,"dus ta ki mushfiqur er aka,baccha der moto no r wide deye khela sesh korce..",mushfiq,NEUTRAL
bf86af7434f2096d,"শুধু মুশফিক এর এক ক্যাঁচ মিস এর জন্য বাংলাদেশ ম্যাচ টা হারে নাই,,,,এক ম্যাচ এ এতো নো বল এর গুরুত্বপূর্ণ সময় এ এতো বাজে বোলিং করলে ম্যাচ জিতা যায় না,,,,,সব দোষ শুধু মুশফিক আর ছিল না ওই ম্যাচ এ,আরো অনেক এর ই দোষ ছিল",mushfiq,AGAINST
3efe4e0be7e296e0,বিদায় বলার কারনে খুব কস্ট পেলাম ভালো থেকো মুশফিক,mushfiq,FAVOR
6f6ce7e23b245cea,"মুশফিক ভাই আপনাকে এভাবে সম্মানহীন ভাবে বিদায় দিতে খুবই খারাপ লাগলো,,,।",mushfiq,AGAINST
32bd61fc14ade8ca,"মুশফিকের বিদায় সাংবাদিকরা সবছেয়ে বেশি খুশি হয়েছে মনে হয়, সাংবাদিকদের বলি আপনারা ও আয়নায একবার মুখ দেখুন দেশ কে কি দিয়েছেন।",mushfiq,AGAINST
034c9accc1a627f6,সাংবাদিক ♥️ পেশাটা আমি খুব সম্মান করি। কিন্তু সাংবাদিক উপস্থাপক কিংবা রিপোর্টারের এমন লাগামহীন কথা-কে নয়।মুশফিক অবশ্যই একজন ভালো ক্রিকেটার। তার T20 ফরম্যাট থেকে বিদায় নেওয়াটা ভালোভাবে উপস্থাপন করলেও পারতেন। নিজেদের চ্যানেল এর TRP বাড়ানোর জন্য এমন একজন লিজেন্ড ও দায়িত্বশীল ক্রিকেটার-কে অসম্মান না করলেও পারতেন। মনে রাখবেন আপনাদের চ্যানেল ও একদিন এমন অফ ফর্মে যেতে পারে।,mushfiq,FAVOR
cec6397d9fb7178a,"খারাপ সময় একটা খেলোয়ারের যাইতে পারে,, তাকে নিয়ে এতো কিছু বলার কিছু নাই,,, মুশফিক যে কি রকম খেলয়ার সেটা সবাই যানে,,, আপনাদের কিছু কথা আর নিউজ এর কারনে অনেক খেলয়ার এর মন ভেঙে যায়।।।",mushfiq,AGAINST
3e8af3729214cd45,Media khub kharap .. musfiq k niye ato problem chilo akhn se obosor niye niche taow tar past khotha niye airokom report korar mane ki? se ki bangladesh team a kno obodhan rakhe ni/ ajib media,mushfiq,AGAINST
600a39967ec0c4ca,Mushfiq riyadh both should retire not only mushfiq sohan is definately best as wicket keeping no doubt,mushfiq,NEUTRAL
8b31c261473467f1,Mushfiq k niye pochanor age ayenay nije k dekhen 😡 mushfiq er dedication r kake dekhen? papon selector panel k jobabdihita howa uchit not cricketers 😉,mushfiq,NEUTRAL
ef7e6d460d9f6254,"মুশফিক ভালো খেলতাছে না তা ঠিক, কিন্তু সে তো আগে ভালো খেলছে বিসিবির উচিত ছিলো তার বিদায় তা কে সম্মানের সাথে দেওয়ার",mushfiq,FAVOR
994fa9a14862b0ab,"Bangladesh Cricket Board Jodi Nijeder Cricket System thik korte pare tahole Musfiq er Thekeo Onek boro boro Wicketkeeper Uthe asbe. With Due Respect Musfiq Bhai Kokhonoi Gilchrist, Sangakara Ba Dhoni r Level er Wicketkeeper Batter noy. Uni Onek match e Jemon Bangladesh ke Jitiyechen temni Onek match e Bangladesh ke Dubiyechen. Aro Onekdin agei unar T20 cricket theke retirement neoa uchit chilo. Eto Abeg dekhiye kono lav nei. Unar jaigai kono new Talent ke chance deoa jabe.",mushfiq,NEUTRAL
323f6ec04afb38c9,"আগে পারিবারিক শিক্ষা গ্রহণ করুন, পরে মানুস হোন, তারপরে সমালোচনা করার যোগ্যতা অর্জন করুন, তারপরে কাউকে সমালোচনা করুন। আরে ভাই মুশফিককের পারফরমেঞ্ছ দেখে আমি নিজেই উনাকে সহ্য করতে পারছিলাম না। কিন্তু উনাকে তো একটাও বেয়াদপ সুলভ বাক্য বলি নি এবং এটাই হল আমার পারিবারিক শিক্ষা। মনে কিছু করবেন না, আপনি বয়সে আমার বড় হবেন, কিন্তু ছুটদের কাছ থেকেও অনেক কিছু শিখার আছে।",mushfiq,AGAINST
75f634d607b025e1,ভাই মুশফিকের অবদান আসলে ভুলবেন না বুঝছেন। আপনারা যে প্রতিবেদন তৈরি করেন প্রতিবেদন তৈরি করার আগে চিন্তা করবে জোকার সম্পর্কে প্রতিবেদন তৈরি করেছেন এবং সে মানুষটা কে। আপনি মাঠের বাইরে বসে বসে প্রতিবেদন বানান।,mushfiq,AGAINST
56dbed02db2f2378,মুশফিক অবশর নিসে কিন্তু সাংবাদিকেরা তাকে এগুলা বলে অপমান করতেসে কান????,mushfiq,AGAINST
1decb63cba6dce67,দয়া করে মুশফিক কে নিয়ে কেউ বাজে কথা বলবেন না মুশফিক বাংলাদেশ কে অনেক কিছু দিছে ৬ থেকে ২২ পযনত দেখুন,mushfiq,AGAINST
3df22c637c170ce9,"ইদানিং দেখা যাচ্ছে সময় টিভির প্রতিবেদনগুলো নেগেটিভ বেশী। আপনার জাতির আয়না, চেষ্টাকরুন পজিটিভ প্রতিবেদন করার। মুশফিকুর রহিম তিনি এদেশের ক্রিকেটের জন্য যা দিয়েছেন তা আর কতজন দিতে পেরেছেন। ওনার বিদায় বেলায় এ ধরণের অসম্মানজনক প্রতিবেদন আপনারদের রুচিশীলতার পরিচয় বহন করে।",mushfiq,NEUTRAL
b4388c083020b536,আসলে দেশের কিছু সাংবাদিক নিউজটা দেখে খারাপ লাগল কেন মুশফিকের রহিম অবসরে আপনার এত বাজে মন্তব্য দেশের জন্য তিনি তার অবদান শিকার করতে হবে তাকে ধন্যবাদ জানাও আপনি নিউজ করে দেশে খেলোয়াড় বিরান্ত করবেন না,mushfiq,AGAINST
